,step1,step2,prediction,gold
9887,13,12,yes,no
9888,14,13,yes,no
9889,14,15,yes,yes
9890,16,15,yes,no
9891,17,16,yes,no
9892,18,17,yes,no
9893,19,18,yes,no
9894,19,20,yes,yes
9895,20,21,yes,yes
9896,21,22,yes,yes
9897,22,23,yes,yes
9898,23,24,yes,yes
9899,24,25,yes,yes
9900,26,25,no,no
9901,1,0,yes,no
9902,1,2,yes,yes
9903,3,2,yes,no
9904,3,4,yes,yes
9905,5,4,yes,no
9906,5,6,yes,yes
9907,6,7,yes,yes
9908,7,8,yes,yes
9909,8,9,yes,yes
9910,9,10,yes,yes
9911,10,11,yes,yes
9912,12,11,yes,no
9913,12,13,yes,yes
9914,14,13,no,no
9915,1,0,yes,no
9916,1,2,yes,yes
9917,3,2,yes,no
9918,3,4,yes,yes
9919,5,4,yes,no
9920,5,6,yes,yes
9921,6,7,yes,yes
9922,7,8,yes,yes
9923,0,1,yes,yes
9924,2,1,no,no
9925,2,3,yes,yes
9926,3,4,yes,yes
9927,5,4,yes,no
9928,6,5,yes,no
9929,7,6,yes,no
9930,7,8,yes,yes
9931,8,9,yes,yes
9932,10,9,yes,no
9933,10,11,yes,yes
9934,12,11,no,no
9935,12,13,yes,yes
9936,13,14,yes,yes
9937,14,15,yes,yes
9938,15,16,yes,yes
9939,17,16,yes,no
9940,18,17,yes,no
9941,19,18,yes,no
9942,20,19,yes,no
9943,20,21,yes,yes
9944,22,21,yes,no
9945,22,23,yes,yes
9946,23,24,yes,yes
9947,24,25,yes,yes
9948,26,25,yes,no
9949,27,26,yes,no
9950,27,28,yes,yes
9951,29,28,yes,no
9952,30,29,yes,no
9953,31,30,yes,no
9954,31,32,yes,yes
9955,33,32,yes,no
9956,33,34,yes,yes
9957,35,34,no,no
9958,0,1,yes,yes
9959,2,1,yes,no
9960,3,2,no,no
9961,4,3,yes,no
9962,4,5,yes,yes
9963,5,6,yes,yes
9964,7,6,yes,no
9965,7,8,yes,yes
9966,9,8,yes,no
9967,10,9,yes,no
9968,11,10,yes,no
9969,12,11,yes,no
9970,13,12,yes,no
9971,13,14,yes,yes
9972,15,14,yes,no
9973,16,15,yes,no
9974,17,16,yes,no
9975,0,1,yes,yes
9976,1,2,yes,yes
9977,3,2,yes,no
9978,3,4,yes,yes
9979,5,4,yes,no
9980,6,5,yes,no
9981,6,7,yes,yes
9982,7,8,yes,yes
9983,9,8,yes,no
9984,10,9,yes,no
9985,10,11,yes,yes
9986,12,11,yes,no
9987,12,13,yes,yes
9988,13,14,yes,yes
9989,15,14,yes,no
9990,16,15,yes,no
9991,17,16,yes,no
9992,17,18,yes,yes
9993,18,19,yes,yes
9994,19,20,yes,yes
9995,20,21,yes,yes
9996,22,21,yes,no
9997,23,22,yes,no
9998,23,24,yes,yes
9999,25,24,yes,no
10000,26,25,yes,no
10001,26,27,yes,yes
10002,27,28,yes,yes
10003,28,29,yes,yes
10004,1,0,yes,no
10005,1,2,yes,yes
10006,3,2,yes,no
10007,3,4,yes,yes
10008,4,5,yes,yes
10009,5,6,yes,yes
10010,6,7,yes,yes
10011,7,8,yes,yes
10012,8,9,yes,yes
10013,9,10,yes,yes
10014,10,11,yes,yes
10015,11,12,yes,yes
10016,13,12,yes,no
10017,14,13,yes,no
10018,14,15,yes,yes
10019,16,15,yes,no
10020,17,16,yes,no
10021,18,17,yes,no
10022,19,18,yes,no
10023,20,19,no,no
10024,0,1,yes,yes
10025,1,2,yes,yes
10026,2,3,yes,yes
10027,3,4,yes,yes
10028,5,4,yes,no
10029,6,5,yes,no
10030,7,6,yes,no
10031,8,7,yes,no
10032,8,9,yes,yes
10033,9,10,yes,yes
10034,10,11,yes,yes
10035,12,11,yes,no
10036,13,12,yes,no
10037,14,13,yes,no
10038,15,14,yes,no
10039,15,16,yes,yes
10040,17,16,no,no
10041,18,17,yes,no
10042,19,18,yes,no
10043,19,20,yes,yes
10044,21,20,yes,no
10045,22,21,no,no
10046,22,23,yes,yes
10047,0,1,yes,yes
10048,1,2,yes,yes
10049,3,2,yes,no
10050,3,4,yes,yes
10051,5,4,yes,no
10052,5,6,yes,yes
10053,7,6,yes,no
10054,7,8,yes,yes
10055,8,9,yes,yes
10056,9,10,yes,yes
10057,10,11,yes,yes
10058,1,0,yes,no
10059,1,2,yes,yes
10060,2,3,yes,yes
10061,3,4,yes,yes
10062,4,5,yes,yes
10063,5,6,yes,yes
10064,7,6,yes,no
10065,8,7,yes,no
10066,8,9,yes,yes
10067,10,9,yes,no
10068,10,11,yes,yes
10069,12,11,yes,no
10070,12,13,yes,yes
10071,14,13,yes,no
10072,0,1,yes,yes
10073,1,2,yes,yes
10074,2,3,yes,yes
10075,4,3,yes,no
10076,5,4,yes,no
10077,5,6,yes,yes
10078,6,7,yes,yes
10079,8,7,yes,no
10080,8,9,yes,yes
10081,10,9,yes,no
10082,10,11,yes,yes
10083,0,1,yes,yes
10084,1,2,yes,yes
10085,2,3,yes,yes
10086,3,4,yes,yes
10087,4,5,yes,yes
10088,5,6,yes,yes
10089,6,7,yes,yes
10090,7,8,yes,yes
10091,8,9,yes,yes
10092,9,10,yes,yes
10093,10,11,yes,yes
10094,11,12,yes,yes
10095,13,12,yes,no
10096,13,14,yes,yes
10097,14,15,yes,yes
10098,16,15,no,no
10099,17,16,no,no
10100,0,1,yes,yes
10101,1,2,yes,yes
10102,3,2,no,no
10103,4,3,yes,no
10104,5,4,yes,no
10105,6,5,yes,no
10106,7,6,yes,no
10107,7,8,yes,yes
10108,9,8,no,no
10109,10,9,yes,no
10110,10,11,yes,yes
10111,0,1,yes,yes
10112,1,2,yes,yes
10113,3,2,yes,no
10114,4,3,yes,no
10115,4,5,yes,yes
10116,6,5,yes,no
10117,6,7,yes,yes
10118,7,8,yes,yes
10119,8,9,yes,yes
10120,9,10,yes,yes
10121,11,10,yes,no
10122,12,11,yes,no
10123,13,12,yes,no
10124,13,14,yes,yes
10125,1,0,yes,no
10126,2,1,yes,no
10127,2,3,yes,yes
10128,4,3,yes,no
10129,5,4,yes,no
10130,6,5,yes,no
10131,6,7,yes,yes
10132,7,8,yes,yes
10133,9,8,yes,no
10134,10,9,yes,no
10135,10,11,yes,yes
10136,11,12,yes,yes
10137,12,13,yes,yes
10138,14,13,yes,no
10139,14,15,yes,yes
10140,15,16,yes,yes
10141,17,16,yes,no
10142,0,1,yes,yes
10143,1,2,yes,yes
10144,3,2,yes,no
10145,3,4,yes,yes
10146,4,5,yes,yes
10147,6,5,yes,no
10148,7,6,yes,no
10149,8,7,yes,no
10150,8,9,yes,yes
10151,10,9,yes,no
10152,10,11,yes,yes
10153,12,11,yes,no
10154,12,13,yes,yes
10155,13,14,yes,yes
10156,0,1,yes,yes
10157,1,2,yes,yes
10158,2,3,yes,yes
10159,3,4,yes,yes
10160,5,4,yes,no
10161,6,5,yes,no
10162,7,6,yes,no
10163,8,7,yes,no
10164,8,9,yes,yes
10165,10,9,no,no
10166,10,11,yes,yes
10167,11,12,yes,yes
10168,13,12,yes,no
10169,14,13,yes,no
10170,14,15,yes,yes
10171,15,16,yes,yes
10172,17,16,yes,no
10173,17,18,yes,yes
10174,19,18,yes,no
10175,19,20,yes,yes
10176,20,21,yes,yes
10177,22,21,yes,no
10178,22,23,yes,yes
10179,24,23,yes,no
10180,24,25,yes,yes
10181,26,25,yes,no
10182,26,27,yes,yes
10183,28,27,yes,no
10184,28,29,yes,yes
10185,30,29,yes,no
10186,30,31,yes,yes
10187,31,32,yes,yes
10188,0,1,yes,yes
10189,1,2,yes,yes
10190,3,2,no,no
10191,4,3,yes,no
10192,4,5,yes,yes
10193,5,6,yes,yes
10194,7,6,yes,no
10195,8,7,yes,no
10196,8,9,yes,yes
10197,9,10,yes,yes
10198,11,10,yes,no
10199,12,11,yes,no
10200,13,12,yes,no
10201,13,14,yes,yes
10202,14,15,yes,yes
10203,16,15,yes,no
10204,16,17,yes,yes
10205,0,1,yes,yes
10206,2,1,yes,no
10207,2,3,yes,yes
10208,4,3,yes,no
10209,4,5,yes,yes
10210,5,6,yes,yes
10211,6,7,yes,yes
10212,7,8,yes,yes
10213,8,9,yes,yes
10214,9,10,yes,yes
10215,11,10,yes,no
10216,12,11,yes,no
10217,13,12,yes,no
10218,13,14,yes,yes
10219,15,14,yes,no
10220,15,16,yes,yes
10221,17,16,yes,no
10222,18,17,yes,no
10223,18,19,yes,yes
10224,20,19,yes,no
10225,21,20,yes,no
10226,22,21,yes,no
10227,23,22,yes,no
10228,23,24,yes,yes
10229,24,25,yes,yes
10230,26,25,yes,no
10231,1,0,yes,no
10232,2,1,yes,no
10233,3,2,yes,no
10234,3,4,yes,yes
10235,4,5,yes,yes
10236,5,6,yes,yes
10237,6,7,yes,yes
10238,8,7,yes,no
10239,8,9,yes,yes
10240,9,10,yes,yes
10241,10,11,yes,yes
10242,11,12,yes,yes
10243,13,12,yes,no
10244,13,14,no,yes
10245,1,0,yes,no
10246,1,2,yes,yes
10247,3,2,yes,no
10248,3,4,yes,yes
10249,4,5,yes,yes
10250,6,5,yes,no
10251,6,7,yes,yes
10252,8,7,yes,no
10253,8,9,yes,yes
10254,10,9,yes,no
10255,10,11,yes,yes
10256,12,11,yes,no
10257,12,13,yes,yes
10258,13,14,yes,yes
10259,15,14,yes,no
10260,16,15,yes,no
10261,17,16,no,no
10262,1,0,yes,no
10263,2,1,no,no
10264,3,2,yes,no
10265,3,4,yes,yes
10266,4,5,yes,yes
10267,5,6,yes,yes
10268,7,6,yes,no
10269,8,7,yes,no
10270,8,9,yes,yes
10271,9,10,yes,yes
10272,10,11,yes,yes
10273,0,1,yes,yes
10274,1,2,yes,yes
10275,3,2,yes,no
10276,3,4,yes,yes
10277,5,4,yes,no
10278,5,6,yes,yes
10279,7,6,yes,no
10280,8,7,yes,no
10281,8,9,yes,yes
10282,10,9,no,no
10283,11,10,no,no
10284,1,0,yes,no
10285,2,1,yes,no
10286,3,2,yes,no
10287,3,4,yes,yes
10288,5,4,yes,no
10289,6,5,yes,no
10290,6,7,yes,yes
10291,8,7,yes,no
10292,9,8,yes,no
10293,9,10,yes,yes
10294,11,10,yes,no
10295,11,12,yes,yes
10296,13,12,yes,no
10297,13,14,yes,yes
10298,15,14,yes,no
10299,16,15,yes,no
10300,17,16,yes,no
10301,17,18,yes,yes
10302,18,19,yes,yes
10303,19,20,yes,yes
10304,20,21,yes,yes
10305,22,21,no,no
10306,22,23,yes,yes
10307,0,1,yes,yes
10308,2,1,yes,no
10309,3,2,yes,no
10310,3,4,yes,yes
10311,4,5,yes,yes
10312,5,6,yes,yes
10313,6,7,yes,yes
10314,8,7,yes,no
10315,9,8,yes,no
10316,9,10,yes,yes
10317,10,11,yes,yes
10318,12,11,yes,no
10319,13,12,yes,no
10320,14,13,yes,no
10321,15,14,yes,no
10322,15,16,yes,yes
10323,16,17,yes,yes
10324,17,18,yes,yes
10325,18,19,yes,yes
10326,19,20,yes,yes
10327,20,21,yes,yes
10328,22,21,yes,no
10329,22,23,yes,yes
10330,1,0,yes,no
10331,1,2,yes,yes
10332,3,2,yes,no
10333,3,4,yes,yes
10334,5,4,yes,no
10335,6,5,yes,no
10336,6,7,yes,yes
10337,7,8,yes,yes
10338,9,8,yes,no
10339,9,10,yes,yes
10340,11,10,yes,no
10341,12,11,yes,no
10342,13,12,yes,no
10343,13,14,yes,yes
10344,14,15,yes,yes
10345,16,15,yes,no
10346,17,16,yes,no
10347,17,18,yes,yes
10348,19,18,yes,no
10349,19,20,yes,yes
10350,20,21,yes,yes
10351,21,22,yes,yes
10352,23,22,yes,no
10353,1,0,yes,no
10354,1,2,yes,yes
10355,3,2,yes,no
10356,4,3,yes,no
10357,5,4,yes,no
10358,5,6,yes,yes
10359,7,6,yes,no
10360,7,8,yes,yes
10361,8,9,yes,yes
10362,9,10,yes,yes
10363,10,11,yes,yes
10364,12,11,no,no
10365,12,13,yes,yes
10366,13,14,yes,yes
10367,1,0,yes,no
10368,2,1,yes,no
10369,2,3,yes,yes
10370,3,4,yes,yes
10371,5,4,yes,no
10372,5,6,yes,yes
10373,7,6,yes,no
10374,8,7,yes,no
10375,0,1,yes,yes
10376,2,1,yes,no
10377,3,2,yes,no
10378,4,3,yes,no
10379,5,4,yes,no
10380,5,6,yes,yes
10381,6,7,yes,yes
10382,7,8,yes,yes
10383,8,9,yes,yes
10384,10,9,yes,no
10385,11,10,yes,no
10386,11,12,yes,yes
10387,13,12,yes,no
10388,14,13,yes,no
10389,1,0,yes,no
10390,2,1,yes,no
10391,3,2,yes,no
10392,3,4,yes,yes
10393,5,4,yes,no
10394,5,6,yes,yes
10395,6,7,yes,yes
10396,8,7,yes,no
10397,9,8,yes,no
10398,9,10,yes,yes
10399,11,10,yes,no
10400,12,11,yes,no
10401,13,12,yes,no
10402,14,13,yes,no
10403,15,14,yes,no
10404,15,16,yes,yes
10405,17,16,no,no
10406,17,18,yes,yes
10407,18,19,yes,yes
10408,19,20,yes,yes
10409,20,21,yes,yes
10410,22,21,yes,no
10411,23,22,yes,no
10412,0,1,yes,yes
10413,1,2,yes,yes
10414,2,3,yes,yes
10415,4,3,yes,no
10416,5,4,yes,no
10417,6,5,yes,no
10418,7,6,yes,no
10419,8,7,yes,no
10420,8,9,yes,yes
10421,9,10,yes,yes
10422,10,11,yes,yes
10423,12,11,yes,no
10424,13,12,yes,no
10425,14,13,no,no
10426,1,0,yes,no
10427,2,1,yes,no
10428,3,2,yes,no
10429,3,4,yes,yes
10430,4,5,yes,yes
10431,6,5,yes,no
10432,7,6,yes,no
10433,8,7,yes,no
10434,9,8,yes,no
10435,10,9,yes,no
10436,11,10,yes,no
10437,12,11,yes,no
10438,12,13,yes,yes
10439,14,13,no,no
10440,1,0,yes,no
10441,1,2,yes,yes
10442,3,2,yes,no
10443,3,4,yes,yes
10444,5,4,yes,no
10445,6,5,yes,no
10446,6,7,yes,yes
10447,8,7,yes,no
10448,9,8,yes,no
10449,10,9,yes,no
10450,11,10,yes,no
10451,1,0,yes,no
10452,2,1,yes,no
10453,3,2,yes,no
10454,4,3,yes,no
10455,5,4,yes,no
10456,5,6,yes,yes
10457,7,6,yes,no
10458,7,8,yes,yes
10459,9,8,yes,no
10460,9,10,yes,yes
10461,10,11,yes,yes
10462,12,11,yes,no
10463,13,12,yes,no
10464,13,14,yes,yes
10465,1,0,yes,no
10466,2,1,yes,no
10467,3,2,yes,no
10468,4,3,yes,no
10469,5,4,yes,no
10470,5,6,yes,yes
10471,7,6,yes,no
10472,7,8,yes,yes
10473,9,8,yes,no
10474,9,10,yes,yes
10475,10,11,yes,yes
10476,11,12,yes,yes
10477,12,13,yes,yes
10478,13,14,yes,yes
10479,15,14,yes,no
10480,16,15,no,no
10481,16,17,yes,yes
10482,0,1,yes,yes
10483,1,2,yes,yes
10484,3,2,yes,no
10485,4,3,yes,no
10486,5,4,yes,no
10487,5,6,yes,yes
10488,6,7,yes,yes
10489,7,8,yes,yes
10490,8,9,yes,yes
10491,9,10,yes,yes
10492,11,10,yes,no
10493,11,12,yes,yes
10494,13,12,yes,no
10495,14,13,yes,no
10496,14,15,yes,yes
10497,15,16,yes,yes
10498,17,16,yes,no
10499,1,0,yes,no
10500,1,2,yes,yes
10501,3,2,yes,no
10502,4,3,yes,no
10503,4,5,yes,yes
10504,5,6,yes,yes
10505,7,6,yes,no
10506,8,7,yes,no
10507,8,9,yes,yes
10508,9,10,yes,yes
10509,11,10,yes,no
10510,11,12,yes,yes
10511,13,12,yes,no
10512,13,14,yes,yes
10513,0,1,yes,yes
10514,1,2,yes,yes
10515,3,2,yes,no
10516,3,4,yes,yes
10517,4,5,yes,yes
10518,6,5,yes,no
10519,7,6,yes,no
10520,8,7,yes,no
10521,8,9,yes,yes
10522,10,9,yes,no
10523,11,10,yes,no
10524,1,0,yes,no
10525,2,1,yes,no
10526,2,3,yes,yes
10527,4,3,yes,no
10528,5,4,yes,no
10529,5,6,yes,yes
10530,7,6,no,no
10531,8,7,yes,no
10532,9,8,yes,no
10533,10,9,yes,no
10534,10,11,yes,yes
10535,11,12,yes,yes
10536,13,12,yes,no
10537,13,14,yes,yes
10538,14,15,yes,yes
10539,16,15,yes,no
10540,16,17,yes,yes
10541,18,17,yes,no
10542,19,18,yes,no
10543,20,19,yes,no
10544,20,21,yes,yes
10545,21,22,yes,yes
10546,23,22,yes,no
10547,0,1,yes,yes
10548,2,1,yes,no
10549,3,2,yes,no
10550,4,3,yes,no
10551,4,5,yes,yes
10552,5,6,yes,yes
10553,7,6,yes,no
10554,8,7,yes,no
10555,8,9,yes,yes
10556,10,9,yes,no
10557,11,10,yes,no
10558,11,12,yes,yes
10559,13,12,yes,no
10560,13,14,yes,yes
10561,15,14,no,no
10562,15,16,yes,yes
10563,17,16,no,no
10564,1,0,yes,no
10565,2,1,yes,no
10566,2,3,yes,yes
10567,3,4,yes,yes
10568,5,4,yes,no
10569,6,5,yes,no
10570,6,7,yes,yes
10571,7,8,yes,yes
10572,8,9,yes,yes
10573,9,10,yes,yes
10574,10,11,no,yes
10575,11,12,yes,yes
10576,13,12,yes,no
10577,13,14,yes,yes
10578,15,14,yes,no
10579,16,15,yes,no
10580,17,16,yes,no
10581,18,17,yes,no
10582,18,19,yes,yes
10583,20,19,yes,no
10584,0,1,yes,yes
10585,2,1,yes,no
10586,2,3,yes,yes
10587,3,4,yes,yes
10588,5,4,yes,no
10589,6,5,yes,no
10590,7,6,yes,no
10591,8,7,yes,no
10592,8,9,yes,yes
10593,10,9,yes,no
10594,10,11,yes,yes
10595,11,12,yes,yes
10596,13,12,yes,no
10597,13,14,yes,yes
10598,15,14,yes,no
10599,15,16,yes,yes
10600,16,17,yes,yes
10601,17,18,yes,yes
10602,18,19,yes,yes
10603,19,20,yes,yes
10604,20,21,yes,yes
10605,22,21,yes,no
10606,23,22,no,no
10607,1,0,yes,no
10608,1,2,yes,yes
10609,3,2,yes,no
10610,3,4,yes,yes
10611,4,5,yes,yes
10612,6,5,yes,no
10613,6,7,yes,yes
10614,8,7,yes,no
10615,9,8,yes,no
10616,9,10,yes,yes
10617,11,10,yes,no
10618,0,1,yes,yes
10619,2,1,yes,no
10620,2,3,yes,yes
10621,4,3,yes,no
10622,5,4,yes,no
10623,6,5,yes,no
10624,6,7,yes,yes
10625,7,8,yes,yes
10626,8,9,yes,yes
10627,10,9,yes,no
10628,11,10,yes,no
10629,12,11,yes,no
10630,13,12,yes,no
10631,13,14,yes,yes
10632,1,0,yes,no
10633,1,2,yes,yes
10634,2,3,yes,yes
10635,3,4,yes,yes
10636,4,5,yes,yes
10637,5,6,yes,yes
10638,7,6,yes,no
10639,8,7,no,no
10640,1,0,yes,no
10641,1,2,yes,yes
10642,2,3,yes,yes
10643,3,4,yes,yes
10644,4,5,no,yes
10645,6,5,yes,no
10646,6,7,yes,yes
10647,8,7,yes,no
10648,9,8,yes,no
10649,10,9,yes,no
10650,11,10,yes,no
10651,12,11,yes,no
10652,12,13,yes,yes
10653,13,14,yes,yes
10654,14,15,yes,yes
10655,16,15,yes,no
10656,17,16,yes,no
10657,17,18,yes,yes
10658,19,18,yes,no
10659,20,19,yes,no
10660,21,20,yes,no
10661,22,21,yes,no
10662,22,23,yes,yes
10663,23,24,yes,yes
10664,24,25,yes,yes
10665,25,26,yes,yes
10666,26,27,yes,yes
10667,27,28,yes,yes
10668,29,28,yes,no
10669,29,30,yes,yes
10670,31,30,yes,no
10671,32,31,yes,no
10672,1,0,no,no
10673,2,1,yes,no
10674,3,2,yes,no
10675,4,3,yes,no
10676,4,5,yes,yes
10677,5,6,yes,yes
10678,6,7,yes,yes
10679,7,8,yes,yes
10680,9,8,yes,no
10681,10,9,yes,no
10682,11,10,yes,no
10683,12,11,yes,no
10684,13,12,yes,no
10685,14,13,yes,no
10686,15,14,yes,no
10687,16,15,yes,no
10688,17,16,no,no
10689,0,1,yes,yes
10690,1,2,yes,yes
10691,3,2,yes,no
10692,3,4,yes,yes
10693,4,5,yes,yes
10694,5,6,yes,yes
10695,7,6,yes,no
10696,7,8,yes,yes
10697,9,8,yes,no
10698,9,10,yes,yes
10699,10,11,yes,yes
10700,12,11,yes,no
10701,13,12,yes,no
10702,13,14,yes,yes
10703,15,14,yes,no
10704,15,16,yes,yes
10705,17,16,no,no
10706,1,0,yes,no
10707,2,1,yes,no
10708,2,3,yes,yes
10709,4,3,yes,no
10710,5,4,yes,no
10711,5,6,yes,yes
10712,7,6,yes,no
10713,7,8,yes,yes
10714,8,9,yes,yes
10715,10,9,yes,no
10716,10,11,yes,yes
10717,12,11,no,no
10718,13,12,yes,no
10719,14,13,yes,no
10720,15,14,yes,no
10721,15,16,yes,yes
10722,16,17,yes,yes
10723,17,18,yes,yes
10724,18,19,yes,yes
10725,19,20,yes,yes
10726,20,21,yes,yes
10727,22,21,yes,no
10728,23,22,yes,no
10729,23,24,yes,yes
10730,24,25,yes,yes
10731,25,26,yes,yes
10732,0,1,yes,yes
10733,2,1,yes,no
10734,3,2,yes,no
10735,4,3,yes,no
10736,4,5,yes,yes
10737,6,5,yes,no
10738,6,7,yes,yes
10739,8,7,yes,no
10740,9,8,yes,no
10741,9,10,yes,yes
10742,10,11,yes,yes
10743,12,11,yes,no
10744,12,13,yes,yes
10745,13,14,yes,yes
10746,0,1,yes,yes
10747,2,1,yes,no
10748,3,2,yes,no
10749,4,3,yes,no
10750,4,5,yes,yes
10751,5,6,yes,yes
10752,7,6,yes,no
10753,8,7,no,no
10754,1,0,yes,no
10755,1,2,yes,yes
10756,3,2,yes,no
10757,3,4,yes,yes
10758,4,5,yes,yes
10759,6,5,yes,no
10760,7,6,yes,no
10761,7,8,yes,yes
10762,8,9,yes,yes
10763,10,9,yes,no
10764,11,10,yes,no
10765,11,12,yes,yes
10766,13,12,yes,no
10767,13,14,yes,yes
10768,14,15,yes,yes
10769,15,16,yes,yes
10770,17,16,yes,no
10771,17,18,yes,yes
10772,19,18,yes,no
10773,19,20,yes,yes
10774,20,21,yes,yes
10775,22,21,yes,no
10776,22,23,yes,yes
10777,1,0,yes,no
10778,1,2,yes,yes
10779,3,2,yes,no
10780,3,4,no,yes
10781,4,5,yes,yes
10782,5,6,yes,yes
10783,6,7,yes,yes
10784,7,8,yes,yes
10785,8,9,yes,yes
10786,10,9,yes,no
10787,10,11,yes,yes
10788,1,0,yes,no
10789,1,2,yes,yes
10790,2,3,yes,yes
10791,4,3,yes,no
10792,5,4,yes,no
10793,6,5,yes,no
10794,7,6,yes,no
10795,8,7,yes,no
10796,9,8,yes,no
10797,9,10,yes,yes
10798,11,10,yes,no
10799,1,0,yes,no
10800,2,1,yes,no
10801,2,3,yes,yes
10802,4,3,yes,no
10803,4,5,yes,yes
10804,5,6,yes,yes
10805,6,7,yes,yes
10806,8,7,yes,no
10807,9,8,yes,no
10808,10,9,yes,no
10809,10,11,yes,yes
10810,11,12,yes,yes
10811,12,13,yes,yes
10812,14,13,yes,no
10813,1,0,yes,no
10814,1,2,yes,yes
10815,2,3,yes,yes
10816,3,4,yes,yes
10817,5,4,yes,no
10818,5,6,yes,yes
10819,6,7,yes,yes
10820,8,7,yes,no
10821,0,1,yes,yes
10822,1,2,yes,yes
10823,2,3,yes,yes
10824,4,3,yes,no
10825,5,4,yes,no
10826,0,1,yes,yes
10827,1,2,yes,yes
10828,2,3,yes,yes
10829,3,4,yes,yes
10830,5,4,yes,no
10831,6,5,yes,no
10832,7,6,yes,no
10833,7,8,yes,yes
10834,8,9,yes,yes
10835,10,9,yes,no
10836,11,10,yes,no
10837,11,12,yes,yes
10838,13,12,yes,no
10839,14,13,yes,no
10840,15,14,no,no
10841,15,16,yes,yes
10842,16,17,yes,yes
10843,0,1,yes,yes
10844,1,2,yes,yes
10845,3,2,yes,no
10846,3,4,yes,yes
10847,5,4,yes,no
10848,5,6,yes,yes
10849,6,7,yes,yes
10850,8,7,yes,no
10851,8,9,yes,yes
10852,10,9,yes,no
10853,10,11,yes,yes
10854,11,12,yes,yes
10855,13,12,yes,no
10856,14,13,yes,no
10857,0,1,yes,yes
10858,2,1,yes,no
10859,2,3,yes,yes
10860,4,3,yes,no
10861,4,5,yes,yes
10862,5,6,yes,yes
10863,7,6,no,no
10864,7,8,yes,yes
10865,9,8,yes,no
10866,10,9,yes,no
10867,11,10,yes,no
10868,0,1,yes,yes
10869,2,1,yes,no
10870,2,3,yes,yes
10871,3,4,yes,yes
10872,4,5,yes,yes
10873,5,6,yes,yes
10874,6,7,yes,yes
10875,8,7,yes,no
10876,9,8,no,no
10877,10,9,yes,no
10878,11,10,yes,no
10879,12,11,yes,no
10880,12,13,yes,yes
10881,13,14,yes,yes
10882,14,15,yes,yes
10883,16,15,no,no
10884,17,16,yes,no
10885,1,0,yes,no
10886,2,1,yes,no
10887,2,3,yes,yes
10888,4,3,yes,no
10889,5,4,no,no
10890,6,5,yes,no
10891,7,6,yes,no
10892,8,7,yes,no
10893,8,9,yes,yes
10894,9,10,yes,yes
10895,11,10,yes,no
10896,12,11,yes,no
10897,12,13,yes,yes
10898,13,14,yes,yes
10899,15,14,yes,no
10900,16,15,yes,no
10901,16,17,yes,yes
10902,17,18,yes,yes
10903,19,18,yes,no
10904,19,20,yes,yes
10905,21,20,yes,no
10906,21,22,yes,yes
10907,22,23,yes,yes
10908,0,1,yes,yes
10909,1,2,yes,yes
10910,2,3,yes,yes
10911,3,4,yes,yes
10912,4,5,yes,yes
10913,6,5,yes,no
10914,7,6,no,no
10915,7,8,yes,yes
10916,9,8,yes,no
10917,10,9,yes,no
10918,11,10,yes,no
10919,12,11,yes,no
10920,12,13,yes,yes
10921,13,14,yes,yes
10922,14,15,yes,yes
10923,15,16,yes,yes
10924,17,16,yes,no
10925,18,17,yes,no
10926,19,18,yes,no
10927,20,19,yes,no
10928,21,20,yes,no
10929,21,22,yes,yes
10930,22,23,yes,yes
10931,23,24,yes,yes
10932,24,25,yes,yes
10933,26,25,yes,no
10934,26,27,yes,yes
10935,28,27,yes,no
10936,29,28,yes,no
10937,0,1,yes,yes
10938,1,2,yes,yes
10939,3,2,yes,no
10940,4,3,yes,no
10941,5,4,yes,no
10942,6,5,yes,no
10943,6,7,yes,yes
10944,7,8,yes,yes
10945,9,8,yes,no
10946,10,9,yes,no
10947,10,11,yes,yes
10948,0,1,yes,yes
10949,1,2,yes,yes
10950,3,2,yes,no
10951,4,3,yes,no
10952,4,5,yes,yes
10953,5,6,yes,yes
10954,7,6,yes,no
10955,8,7,yes,no
10956,9,8,yes,no
10957,10,9,yes,no
10958,11,10,yes,no
10959,12,11,yes,no
10960,13,12,no,no
10961,14,13,yes,no
10962,15,14,yes,no
10963,15,16,yes,yes
10964,16,17,yes,yes
10965,0,1,yes,yes
10966,2,1,yes,no
10967,2,3,yes,yes
10968,4,3,no,no
10969,4,5,yes,yes
10970,6,5,yes,no
10971,6,7,yes,yes
10972,7,8,yes,yes
10973,9,8,yes,no
10974,10,9,yes,no
10975,11,10,yes,no
10976,11,12,yes,yes
10977,12,13,yes,yes
10978,14,13,no,no
10979,0,1,yes,yes
10980,1,2,yes,yes
10981,3,2,yes,no
10982,4,3,yes,no
10983,5,4,yes,no
10984,5,6,yes,yes
10985,7,6,yes,no
10986,7,8,yes,yes
10987,9,8,yes,no
10988,10,9,yes,no
10989,10,11,yes,yes
10990,11,12,yes,yes
10991,13,12,yes,no
10992,14,13,no,no
10993,14,15,yes,yes
10994,16,15,yes,no
10995,17,16,yes,no
10996,18,17,yes,no
10997,18,19,yes,yes
10998,19,20,yes,yes
10999,1,0,yes,no
11000,2,1,yes,no
11001,3,2,yes,no
11002,3,4,yes,yes
11003,4,5,yes,yes
11004,5,6,yes,yes
11005,6,7,yes,yes
11006,8,7,yes,no
11007,8,9,yes,yes
11008,9,10,yes,yes
11009,10,11,yes,yes
